"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","9245","Verify OrangeHRM login with valid credentials","chromium","2026-08-21","passed","2026-08-21","","verify-orangehrm-login.spec.js","",""
